"launch_date","agency_type","mission","dodge"
1967-06-29,"state","Secor Type II S/N 10",0.780753106810153
1967-08-23,"state","DAPP 3419",0.711880315560848
1967-10-11,"state","DAPP 4417",0.556949579855427
1968-05-23,"state","DAPP 5420",0.741336633916944
1968-10-23,"state","DAPP 6422",0.417789644096047
1969-07-23,"state","DAPP 7421",0.344056937145069
1970-02-11,"state","DAPP Block 5A F-1",0.904860249022022
1970-09-03,"state","DAPP Block 5A F-2",0.481247683987021
1971-02-17,"state","DAPP Block 5A F-3",0.504614821402356
1971-06-08,"state","P70-1",0.114830820821226
1971-10-14,"state","DMSP Block 5B F-1 (SV-2)",0.304519488243386
1972-03-24,"state","DMSP Block 5B F-2 (SV-1)",0.230245807208121
1972-11-09,"state","DMSP Block 5B F-3",0.643287684535608
1973-08-17,"state","DMSP Block 5B F-4",0.529412923846394
1974-03-16,"state","DMSP Block 5B F-5",0.89086258970201
1974-08-09,"state","DMSP Block 5C F-1",0.979206970427185
1975-05-24,"state","DMSP Block 5C F-2",0.302784239640459
1976-02-19,"state","DMSP Block 5C F-3",0.723024177830666
1976-09-11,"state","DMSP Block 5D S-1",0.209096062229946
1977-06-05,"state","DMSP Block 5D S-2",0.986772661330178
1978-05-01,"state","DMSP Block 5D S-3",0.611291121225804
1979-06-06,"state","DMSP Block 5D S-5",0.791845778003335
1998-05-17,"state","Iridium SV070",0.90794321661815
1998-06-10,"state","Thor 3",0.617422895971686
1998-09-08,"state","Iridium SV082",0.766134615754709
1998-10-24,"state","Deep Space 1",0.18542720307596
1998-11-06,"state","Iridium SV087",0.172119629569352
1998-11-22,"state","BONUM-1",0.435623114695773
1998-12-11,"state","MCO",0.111491522286087
1999-01-03,"state","MPL",0.228820605203509
1999-02-07,"state","Stardust",0.0153587246313691
1999-02-23,"state","P91-1",0.284241958288476
1999-04-15,"state","Landsat 7",0.248818251537159
1999-05-05,"state","Orion 3",0.935837620636448
1999-06-10,"state","Globalstar M025",0.870627969503403
1999-06-24,"state","Far UV Spec. Explorer",0.158186030341312
1999-07-10,"state","Globalstar M035",0.361982507398352
1999-07-25,"state","Globalstar M048",0.427759102312848
1999-08-17,"state","Globalstar M024",0.229745719814673
1999-10-07,"state","Navstar GPS SVN 46",0.861631801119074
2000-02-08,"state","Globalstar 63",0.466923453146592
1998-08-27,"state","Galaxy X",0.776646777521819
1999-04-09,"state","DSP 19?",0.44139246805571
1999-04-30,"state","Milstar DFS-3",0.736163071589544
1998-05-13,"state","NOAA K",0.904675589175895
1998-08-12,"state","MERCURY 3",0.824049982940778
1958-02-01,"state","Explorer 1",0.941965458681807
1958-03-26,"state","Explorer 3",0.38541076797992
1958-07-26,"state","Explorer 4",0.315654840553179
1958-03-05,"state","Explorer 2",0.586956770857796
1958-08-24,"state","Explorer 5",0.735171985579655
1958-10-23,"state","Beacon",0.312451118137687
1984-11-10,"private","Spacenet F2",0.626554418820888
1984-05-23,"private","Spacenet F1",0.531784268794581
1984-08-04,"private","ECS 2",0.451801838818938
1985-02-08,"private","Arabsat 1A",0.236998097039759
1985-05-08,"private","Gstar 1A",0.64889541012235
1985-07-02,"private","Giotto",0.808350976323709
1986-02-22,"private","SPOT",0.686220309697092
1986-03-28,"private","Gstar 2",0.322437635622919
1987-09-16,"private","Aussat K3",0.630791744217277
1987-11-21,"private","TV-SAT",0.952119761845097
1988-12-11,"private","Skynet 4B",0.414436442079023
1988-03-11,"private","Spacenet 3R",0.0284714836161584
1988-05-17,"private","INTELSAT VA F13",0.926184765296057
1988-06-15,"private","Meteosat P2",0.938697276404127
1988-07-21,"private","Insat 1C",0.378727422794327
1988-09-08,"private","Gstar 3",0.821763893822208
1988-10-28,"private","TDF 1",0.765364148421213
1989-01-27,"private","INTELSAT VA F15",0.852945829275995
1989-03-06,"private","JCSAT 1",0.81905488204211
1989-04-02,"private","Tele-X",0.34430422866717
1989-06-05,"private","Superbird A",0.615975259803236
1989-07-12,"private","Olympus",0.813241665251553
1989-08-08,"private","TV-SAT 2",0.699483781354502
1989-10-27,"private","INTELSAT VI F-2",0.875435740454122
1990-11-20,"private","Satcom C1",0.394158451352268
1990-01-22,"private","SPOT 2",0.717031102161855
1990-07-24,"private","TDF 2",0.566578589845449
1990-08-30,"private","Skynet 4C",0.122710726456717
1990-10-12,"private","SBS 6",0.0422958321869373
1991-01-15,"private","Italsat 1",0.361214591190219
1991-03-02,"private","Astra 1B",0.621163776377216
1991-04-04,"private","Anik E2",0.944202929036692
1991-07-17,"private","ERS-1",0.0424152386840433
1991-08-14,"private","INTELSAT VI F-5",0.513181265443563
1991-09-26,"private","Anik E1",0.531169985886663
1991-10-29,"private","INTELSAT VI F-1",0.661217471584678
1991-12-16,"private","Telecom 2A",0.24683992145583
1992-02-26,"private","Superbird B1",0.030699132476002
1992-04-15,"private","Telecom 2B",0.295003452571109
1992-07-09,"private","Insat 2A",0.458688932936639
1992-08-10,"private","Topex-Poseidon",0.27349726180546
1992-09-10,"private","Hispasat 1A",0.994902165373787
1992-10-28,"private","Galaxy VII",0.0319851408712566
1992-12-01,"private","Superbird A1",0.418924556812271
1993-05-12,"private","Astra 1C",0.693542494671419
1993-06-25,"private","Galaxy IVH",0.371543820714578
1993-07-22,"private","Hispasat 1B",0.595435293857008
1993-09-26,"private","SPOT 3",0.428324068896472
1993-10-22,"private","INTELSAT 701",0.135824960656464
1993-11-20,"private","Solidaridad 1",0.828622685279697
1993-12-18,"private","DBS 1",0.223846924491227
1994-06-17,"private","INTELSAT 702",0.192047510994598
1994-07-08,"private","Panamsat K1",0.330358520848677
1994-08-10,"private","Brasilsat B1",0.872630800586194
1994-09-09,"private","Telstar 402",0.514929896686226
1994-10-08,"private","Solidaridad 2",0.975371838081628
1994-11-01,"private","Astra 1D",0.732793494360521
1995-03-28,"private","Brasilsat B2",0.443316279910505
1995-04-21,"private","ERS-2",0.713916117325425
1995-05-17,"private","INTELSAT 706",0.174906575819477
1995-06-10,"private","DBS 3",0.174057982629165
1995-07-07,"private","Helios 1A",0.239722406724468
1995-08-03,"private","Panamsat K3",0.850129033904523
1995-08-29,"private","N-STAR a",0.0229900260455906
1995-09-24,"private","Telstar 402R",0.162552131805569
1995-10-19,"private","Astra 1E",0.0408656233921647
1995-11-17,"private","ISO",0.314661893062294
1995-12-06,"private","Telecom 2C",0.16495476081036
1996-01-12,"private","Panamsat K4",0.352701575728133
1996-02-05,"private","N-Star b",0.12952998583205
1996-03-14,"private","INTELSAT 707",0.621503928676248
1996-04-20,"private","MSAT-1",0.336693402146921
1996-05-16,"private","Palapa C2",0.252291506854817
1996-06-15,"private","INTELSAT 709",0.365136566804722
1996-07-09,"private","Arabsat 2A",0.476658302126452
1996-08-08,"private","Italsat F2",0.801687107654288
1996-09-11,"private","Echostar II",0.215814138529822
1996-11-13,"private","Arabsat 2B",0.584018483990803
1997-01-30,"private","GE 2",0.803831009659916
1997-03-01,"private","INTELSAT 801",0.143389460630715
1997-04-16,"private","Thaicom 3",0.390264192828909
1997-06-03,"private","INMARSAT III F4",0.514848365914077
1997-06-25,"private","INTELSAT 802",0.487495142966509
1997-08-08,"private","PAS 6",0.615765648894012
1997-09-02,"private","Eutelsat HB3",0.173229615436867
1997-09-23,"private","INTELSAT 803",0.524372243555263
1997-11-12,"private","Sirius 2",0.00369555735960603
1997-12-02,"private","JCSAT 5",0.518311011837795
1997-12-22,"private","INTELSAT 804",0.950165988178924
1998-02-04,"private","Brasilsat B3",0.563772153109312
1998-02-27,"private","Eutelsat HB4",0.940283637493849
1998-03-24,"private","SPOT-4",0.284358526347205
1998-04-28,"private","Nilesat 101",0.363275625277311
1998-08-25,"private","Singapore-Taiwan 1",0.85391759336926
1998-09-16,"private","PAS 7",0.382718366803601
1998-10-05,"private","Eutelsat W2",0.765262632630765
1998-10-21,"private","Maqsat-3",0.900818109512329
1998-10-28,"private","Afristar",0.36318454076536
1998-12-06,"private","Satmex 5",0.826089368201792
1998-12-22,"private","PAS 6B",0.632676848676056
1999-02-26,"private","Arabsat 3A",0.722999892663211
1999-04-02,"private","Insat 2E",0.476406683912501
1999-08-12,"private","Telkom 1",0.119572277180851
1999-09-04,"private","Koreasat 3",0.548423528904095
1999-09-25,"private","Telstar 7",0.616445588879287
1999-10-19,"private","Orion 2",0.205574169987813
1999-11-13,"private","GE 4",0.772110021440312
1999-12-03,"private","Helios 1B",0.207241969648749
1999-12-10,"private","XMM",0.206611937843263
1999-12-22,"private","Galaxy 11",0.607633464271203
2000-01-25,"private","Galaxy XR",0.441264565801248
2000-02-18,"private","Superbird 4",0.416033395333216
2000-03-21,"private","Asiastar",0.93463366292417
2000-04-19,"private","Galaxy IVR",0.799379062373191
2000-08-17,"private","Brasilsat B4",0.188162801787257
2000-09-06,"private","Eutelsat W1",0.634459574939683
2000-09-14,"private","Astra 2B",0.271762063028291
2000-10-06,"private","Superbird 5",0.673942129826173
2000-10-29,"private","EuropeStar FM1",0.410029919585213
2000-11-16,"private","PAS 1R",0.978410378331318
2000-11-21,"private","Anik F1",0.288740298012272
2000-12-20,"private","Astra 2D",0.361449788557366
2001-01-10,"private","Eurasiasat 1",0.0949321703519672
2001-02-07,"private","SICRAL 1A",0.798688269453123
2001-03-08,"private","Eurobird",0.434567778138444
2001-06-09,"private","IS-901",0.527634561061859
2001-07-12,"private","Artemis",0.750643304083496
2001-08-30,"private","INTELSAT 902",0.537004809360951
2001-09-25,"private","Atlantic Bird 2",0.646702000871301
2001-11-27,"private","DirecTV-4S",0.869171587051824
2002-01-23,"private","Insat 3C",0.042884552385658
2002-02-23,"private","INTELSAT 904",0.648425985360518
2002-03-01,"private","Envisat PPF",0.570643251296133
2002-03-29,"private","JCSAT-8",0.00238237506709993
2002-04-16,"private","NSS 7",0.578623618232086
2002-05-04,"private","SPOT 5",0.909153684042394
2002-06-05,"private","INTELSAT 905",0.0325272036716342
2002-07-05,"private","Stellat 5",0.309502285905182
2002-08-28,"private","Atlantic Bird 1",0.131003202637658
2002-09-06,"private","INTELSAT 906",0.487366160145029
2002-12-17,"private","NSS 6",0.0982172035146505
2003-02-15,"private","INTELSAT 907",0.217707609757781
2003-04-09,"private","Insat 3A",0.530150396749377
2003-06-11,"private","BSAT-2c",0.674171593505889
2003-09-27,"private","e-Bird",0.981468369718641
2004-03-02,"private","Rosetta",0.675704025663435
2004-07-18,"private","Anik F2",0.523315779399127
2004-12-18,"private","Helios 2A",0.774820915190503
2005-08-11,"private","iPSTAR 1",0.86190570727922
2005-10-13,"private","Galaxy 15",0.410760938189924
2005-12-21,"private","Insat 4A",0.351529680658132
2006-03-11,"private","Spainsat",0.64095793152228
2006-05-27,"private","Satmex 6",0.169171632034704
2006-08-11,"private","JCSAT 10",0.831135564018041
2006-10-13,"private","DirecTV 9S",0.597855726256967
2006-12-08,"private","WildBlue 1",0.877712526591495
2007-03-11,"private","Insat 4B",0.575825908221304
2007-05-04,"private","Astra 1L",0.271102834958583
2007-08-14,"private","Spaceway 3",0.725399564485997
2007-10-05,"private","Optus D2",0.915271325269714
2007-11-14,"private","Star One C1",0.723117521032691
2007-12-21,"private","Rascom 1",0.425218207295984
2008-03-09,"private","ATV 1",0.861991269281134
2008-04-18,"private","Vinasat",0.681178482947871
2008-06-12,"private","Skynet 5C",0.840052817715332
2008-07-07,"private","Protostar 1",0.667274269508198
2008-08-14,"private","Superbird 7",0.170175953535363
2008-12-20,"private","Hot Bird 9",0.85576896648854
2009-02-12,"private","NSS 9",0.0122633590362966
2009-05-14,"private","Herschel",0.442660123808309
2009-07-01,"private","Terrestar 1",0.806346035329625
2009-08-21,"private","JCSAT 12",0.704761479049921
2009-10-01,"private","Amazonas 2",0.853104892419651
2009-10-29,"private","NSS 12",0.242516056401655
2009-12-18,"private","Helios 2B",0.549341604812071
2010-05-21,"private","Astra 3B",0.349941521883011
2010-06-26,"private","COMS-1",0.661174679873511
2010-08-04,"private","Nilesat 201",0.896205140044913
2010-10-28,"private","Eutelsat W3B",0.303178439382464
2010-11-26,"private","Hylas",0.186987672233954
2010-12-29,"private","Hispasat 1E",0.443599665304646
2011-02-16,"private","ATV 2",0.756052353186533
2011-04-22,"private","Intelsat New Dawn",0.0525083790998906
2011-05-20,"private","INSAT-4G",0.453084620647132
2011-08-06,"private","Astra 1N",0.841347981477156
2011-09-21,"private","SES-2",0.0816054581664503
2011-10-21,"private","Galileo PFM",0.000881002517417073
2011-12-17,"private","Elisa 1",0.0532377581112087
2012-03-23,"private","ATV 3",0.223065986530855
2012-05-15,"private","JCSAT 13",0.614985761698335
2012-07-05,"private","Jupiter 1",0.549346121493727
2012-08-02,"private","Intelsat IS-20",0.204514833167195
2012-09-28,"private","Astra 2F",0.419611064018682
2012-10-12,"private","Galileo FM3",0.0732095430139452
2012-11-10,"private","Star One C3",0.363845949992537
2012-12-02,"private","Pleiades HR-2",0.274017713032663
2012-12-19,"private","Skynet 5D",0.0900375570636243
2013-02-07,"private","Amazonas 3/Azerspace",0.54161858628504
2013-05-07,"private","PROBA-V",0.0653774058446288
2013-06-05,"private","ATV 4",0.959217491094023
2013-06-25,"private","O3b SV1/SV2/SV4/SV5",0.097928962437436
2013-07-25,"private","Alphasat/Insat-3D",0.18020150391385
2013-08-29,"private","Es'hail/GSAT-7",0.995669949566945
2013-12-19,"private","Gaia",0.454913589404896
2014-02-06,"private","ABS-2/Athena-Fidus",0.0113472100347281
2014-03-22,"private","Astra 5B/Amazonas 4A",0.198339496040717
2014-04-03,"private","Sentinel 1A",0.637974054086953
2014-04-30,"private","KazEOSat-1",0.365979418624192
2014-07-10,"private","O3b SV3/SV6/SV7/SV8",0.632781245280057
2014-07-29,"private","ATV 5",0.242889820365235
2014-08-22,"private","GalileoSat 5-6",0.574192453874275
2014-09-11,"private","Measat 3B/Optus 10",0.614218768663704
2014-10-16,"private","IS-30/Arsat 1",0.201707802712917
2014-12-06,"private","DirectTV-14/GSAT-16",0.469452594406903
2014-12-18,"private","O3b SV9/SV10/SV11/SV12",0.303962993435562
2015-03-27,"private","GalileoSat 7-8",0.149590519722551
2015-04-26,"private","Sicral 2/Thor 7",0.295094788772985
2015-05-27,"private","DirecTV-15/SKYM-1",0.373259059153497
2015-06-23,"private","Sentinel-2A",0.220995304174721
2015-07-15,"private","Star One C4/MSG 4",0.909845724701881
2015-08-20,"private","Eutelsat 8WB/IS-34",0.457174935610965
2015-09-11,"private","GalileoSat 9-10",0.160082690417767
2015-09-30,"private","NBN Co.1/ARSAT 2",0.551654591690749
2015-11-10,"private","Badr 7/GSAT 15",0.849163777427748
2015-12-03,"private","LPF",0.983165070414543
2015-12-17,"private","GalileoSat 11-12",0.542225204640999
2016-01-27,"private","Intelsat 29e",0.659438958624378
2016-03-09,"private","Eutelsat 65 West A",0.578298101434484
2016-04-25,"private","Sentinel 1B/Microscope",0.575359518406913
2016-05-24,"private","GalileoSat 13-14",0.894406766630709
2016-06-18,"private","Echostar 18/BRISAT",0.442325885873288
2016-08-24,"private","IS-33e/IS-36",0.920543684624135
2016-09-16,"private","PeruSAT-1/Skysat 4-7",0.859871883876622
2016-10-05,"private","Sky Muster/GSAT",0.265285888453946
2016-11-17,"private","GalileoSat 15-18",0.726453162962571
2016-12-05,"private","Gokturk-1",0.545931731583551
2016-12-21,"private","JCSAT-15/Star One D1",0.124086879659444
2017-01-28,"private","Hispasat 36W-1",0.262890533776954
2017-02-14,"private","SkyBrasil-1/Telkom-3S",0.350627205334604
2017-03-07,"private","Sentinel-2B",0.785369060700759
2017-05-04,"private","SDGC/Koreasat 7",0.936689353082329
2017-05-18,"private","SES-15",0.17171029234305
2017-06-01,"private","Viasat 2/Eutelsat 172B",0.230423109605908
2017-06-28,"private","HellasSat 3/GSAT 17",0.636674480047077
2017-08-02,"private","Optsat-3000/Venmus",0.0418374016880989
2017-09-29,"private","IS-37e/BSAT-4a",0.274369179736823
2017-11-08,"private","Mohammed VI-A",0.936117295175791
2017-12-12,"private","Galileosat 19-22",0.25713627692312
2018-01-25,"private","SES-14/Al Yah 3",0.746065244544297
2018-03-09,"private","O3b FM13/14/15/16",0.341374059207737
2018-04-05,"private","Superbird 8/Hylas 4",0.470889364369214
2018-07-25,"private","Galileosat 23-26",0.708855765638873
2018-08-22,"private","ADM-Aeolus",0.423976480029523
2018-09-25,"private","Horizons-3e/Azerspace-2",0.33870873763226
1985-09-12,"private","ECS 3",0.420049904379994
1986-05-31,"private","INTELSAT VA F14",0.966341802151874
1990-02-22,"private","Superbird B",0.526503102155402
1994-01-24,"private","Eutelsat 2 F5",0.963565829442814
1994-12-01,"private","Panamsat K2",0.455527200596407
2002-12-11,"private","Hot Bird 7",0.430755332345143
1997-11-02,"state","SCD-2A",0.664618523558602
1999-12-11,"state","SACI-2",0.809657039586455
1992-11-28,"state","Improved CRYSTAL 2104",0.747503734892234
1994-01-25,"state","DSPSE",0.857040461851284
2000-01-27,"state","JAWSAT",0.581825537607074
2000-07-19,"state","Mightysat 2.1",0.279493439244106
1993-08-02,"state","SLDCOM 3/INTRUDER 3",0.520725345937535
1993-10-05,"state","Landsat 6",0.126959336455911
1962-08-23,"state","P35-2",0.539790329057723
1962-11-11,"state","AFP-201 PVP 855",0.605092313140631
1962-12-19,"state","Transit VA-1",0.961841873358935
1963-02-19,"state","P35-3",0.700342401396483
1963-05-09,"state","Midas ETS-III F2",0.748074644943699
1963-06-16,"state","Transit VA-3",0.796063764020801
1963-07-12,"state","GAMBIT SV 951",0.667703337036073
1963-07-19,"state","Midas ETS-III F4",0.185708518605679
1963-09-06,"state","GAMBIT SV 952",0.868641906185076
1963-10-25,"state","GAMBIT SV 953",0.356476483866572
1963-12-18,"state","GAMBIT SV 954",0.111312187276781
1963-12-19,"state","AD-A",0.603943074587733
1964-02-25,"state","GAMBIT SV 955",0.463908557081595
1964-03-11,"state","GAMBIT SV 956",0.850475915009156
1964-04-23,"state","GAMBIT SV 957",0.912149857962504
1964-05-19,"state","GAMBIT SV 958",0.692614480387419
1964-06-04,"state","Transit VC",0.000238836975768209
1964-07-06,"state","GAMBIT SV 959",0.837021960411221
1964-08-14,"state","GAMBIT SV 960",0.237484426004812
1964-08-25,"state","NASA S-48",0.458978574723005
1964-09-23,"state","GAMBIT SV 962",0.60260718385689
1964-10-10,"state","Beacon Explorer B",0.963748707668856
1964-10-23,"state","GAMBIT SV 963",0.0947640547528863
1964-11-21,"state","AD-B",0.503799545345828
1964-12-04,"state","GAMBIT SV 964",0.474940729560331
1965-12-06,"state","FR-1",0.332098162267357
1965-01-23,"state","GAMBIT SV 965",0.872927701566368
1965-12-21,"state","LES 4",0.181376303778961
1965-12-22,"state","NNS O-6",0.613544180057943
1965-03-12,"state","GAMBIT SV 966",0.208105715923011
1965-04-03,"state","SNAP-10A FS-4",0.504575599450618
1965-04-28,"state","GAMBIT SV 967",0.453854654915631
1965-05-27,"state","GAMBIT SV 968",0.595599958207458
1965-06-25,"state","P-11 No. 4402",0.526130734942853
1965-08-03,"state","GAMBIT SV 971",0.00881275511346757
1965-09-30,"state","GAMBIT SV 972",0.496524306479841
1965-10-05,"state","OV1-2S",0.495877051725984
1965-11-08,"state","GAMBIT SV 973",0.682406530482695
1966-01-19,"state","GAMBIT SV 974",0.530704651260749
1966-01-28,"state","NNS O-7",0.118224686942995
1966-12-05,"state","GAMBIT SV 985",0.929692663252354
1966-12-11,"state","OV1-9",0.388173764105886
1966-02-15,"state","GAMBIT SV 975",0.189739025197923
1966-12-14,"state","GAMBIT-3 Mission 4303",0.385039704618976
1966-03-18,"state","GAMBIT SV 976",0.87779050739482
1966-03-26,"state","NNS O-8",0.10669401474297
1966-03-30,"state","OV1-4S",0.611384209012613
1966-04-19,"state","GAMBIT SV 977",0.725267976522446
1966-04-22,"state","OV3-1",0.931304811732844
1966-05-14,"state","GAMBIT SV 978",0.134940706193447
1966-05-19,"state","NNS O-9",0.480190053349361
1966-06-03,"state","GAMBIT SV 979",0.596804522676393
1966-06-09,"state","Midas RTS-I F1",0.693532946286723
1966-07-12,"state","GAMBIT SV 980",0.53609472932294
1966-07-14,"state","OV1-8 PasComSat",0.990712757920846
1966-07-29,"state","GAMBIT-3 Mission 4301",0.192836531903595
1966-08-04,"state","OV3-3",0.108999755466357
1966-08-10,"state","Lunar Orbiter A",0.85809341724962
1966-08-16,"state","GAMBIT SV 981",0.9797432734631
1966-08-18,"state","NNS O-10",0.859609253937379
1966-08-19,"state","Midas RTS-I F2",0.815798014868051
1966-09-16,"state","GAMBIT SV 982",0.597403024556115
1966-10-05,"state","Midas RTS-I F3",0.96899855742231
1966-10-12,"state","GAMBIT SV 983",0.514669990399852
1966-10-28,"state","OV3-2",0.490880340104923
1966-11-02,"state","GAMBIT SV 984",0.848592177033424
1967-10-25,"state","GAMBIT-3 Mission 4309",0.0390423515345901
1967-02-02,"state","GAMBIT SV 986",0.947155958740041
1967-02-24,"state","GAMBIT-3 Mission 4304",0.674863070715219
1967-12-05,"state","OV3-6",0.891320104710758
1967-12-05,"state","GAMBIT-3 Mission 4310",0.856148989405483
1967-04-14,"state","NNS O-12",0.555515946121886
1967-05-05,"state","UK-3",0.206034771399572
1967-05-18,"state","NNS O-13",0.0448387849610299
1967-05-22,"state","GAMBIT SV 987",0.840498454868793
1967-06-04,"state","GAMBIT SV 988",0.514090350829065
1967-06-20,"state","GAMBIT-3 Mission 4306",0.135196570307016
1967-07-27,"state","OV1-8S",0.56310297944583
1967-08-16,"state","GAMBIT-3 Mission 4307",0.587704862467945
1967-09-19,"state","GAMBIT-3 Mission 4308",0.463618855457753
1967-09-25,"state","NNS O-14",0.0318652088753879
1968-01-18,"state","GAMBIT-3 Mission 4311",0.216784303309396
1968-12-04,"state","GAMBIT-3 Mission 4318",0.418455215869471
1968-03-02,"state","NNS O-18",0.999557268340141
1968-03-04,"state","OGO E",0.0601511867716908
1968-03-13,"state","GAMBIT-3 Mission 4312",0.172302159946412
1968-04-06,"state","OV1-13",0.0435551765840501
1968-04-17,"state","GAMBIT-3 Mission 4313",0.645422982983291
1968-05-17,"state","ESRO 2B",0.99730574968271
1968-06-05,"state","GAMBIT-3 Mission 4314",0.811112037627026
1968-07-11,"state","OV1-15S",0.0673448566813022
1968-08-06,"state","GAMBIT-3 Mission 4315",0.0895883070770651
1968-08-08,"state","AD-C",0.00897933449596167
1968-09-10,"state","GAMBIT-3 Mission 4316",0.660702680470422
1968-10-03,"state","ESRO 1A",0.289445595815778
1968-11-06,"state","GAMBIT-3 Mission 4317",0.106016281060874
1969-01-22,"state","GAMBIT-3 Mission 4319",0.894111271947622
1969-03-04,"state","GAMBIT-3 Mission 4320",0.128854723414406
1969-03-18,"state","OV1-17S",0.102554220939055
1969-04-13,"state","CANYON 2",0.357807904714718
1969-04-15,"state","GAMBIT-3 Mission 4321",0.0861147972755134
1969-06-03,"state","GAMBIT-3 Mission 4322",0.760177970165387
1969-08-23,"state","GAMBIT-3 Mission 4323",0.139294007094577
1969-10-01,"state","ESRO 1B",0.542025817092508
1969-10-24,"state","GAMBIT-3 Mission 4324",0.872411299031228
1969-11-08,"state","GRS-A",0.512207738589495
1970-01-14,"state","GAMBIT-3 Mission 4325",0.585752455983311
1970-04-15,"state","GAMBIT-3 Mission 4326",0.783999493345618
1970-06-25,"state","GAMBIT-3 Mission 4327",0.262028263881803
1970-08-18,"state","GAMBIT-3 Mission 4328",0.299525966634974
1970-08-27,"state","NNS O-19",0.578497541602701
1970-10-23,"state","GAMBIT-3 Mission 4329",0.282600543927401
1971-01-21,"state","GAMBIT-3 Mission 4330",0.0809461565222591
1971-12-11,"state","UK 4",0.240584231447428
1971-03-21,"state","Jumpseat 1",0.920292685506865
1971-04-22,"state","GAMBIT-3 Mission 4331",0.816024384461343
1971-06-15,"state","HEXAGON SV-1",0.631214981665835
1971-08-07,"state","OAR-901",0.779660122236237
1972-12-16,"state","GRS-B",0.745511807734147
1972-09-02,"state","Triad OI-1X",0.377165659563616
1972-10-02,"state","Radcat",0.629241352202371
1972-11-22,"state","ESRO 4",0.372245385544375
1973-10-30,"state","NNS O-20",0.705535986926407
1974-02-13,"state","GAMBIT-3 Mission 4341",0.282062963116914
1974-03-09,"state","X-4",0.699934618547559
1974-04-10,"state","HEXAGON SV-8",0.729302486171946
1974-05-30,"state","ATS F",0.544225923484191
1974-06-03,"state","Injun 6",0.739441117737442
1974-06-06,"state","GAMBIT-3 Mission 4342",0.929246845887974
1974-07-14,"state","NTS 1",0.803101185243577
1974-07-16,"state","Aeros B",0.0670132099185139
1974-08-14,"state","GAMBIT-3 Mission 4343",0.74924798682332
1974-08-30,"state","ANS",0.398602902656421
1974-10-29,"state","HEXAGON SV-9",0.345703993923962
1975-06-18,"state","CANYON 6",0.0247005554847419
1975-10-12,"state","TIP 2",0.215741908177733
1976-04-30,"state","PARCAE 1",0.0319358999840915
1976-05-22,"state","NNS O-15",0.643231744877994
1976-09-01,"state","TIP 3",0.672133194981143
1977-12-08,"state","PARCAE 2",0.201455094618723
1977-12-11,"state","AQUACADE 3",0.980307744117454
1977-05-23,"state","CANYON 7",0.24670844967477
1977-06-23,"state","NTS 2",0.837609305279329
1978-12-11,"state","Navstar GPS SVN 4",0.966689167777076
1978-12-14,"state","DSCS II C-11",0.345682517858222
1978-02-22,"state","Navstar GPS SVN 1",0.583452795865014
1978-03-16,"state","HEXAGON SV-14",0.0609362903051078
1978-04-07,"state","AQUACADE 4",0.482394603081048
1978-05-13,"state","Navstar GPS SVN 2",0.211440852377564
1978-06-10,"state","CHALET 1",0.806395839201286
1978-06-14,"state","KH11-2 KENNAN",0.601381728658453
1978-06-27,"state","Seasat A",0.750097206095234
1978-08-05,"state","SDS 3",0.22177945333533
1978-10-07,"state","Navstar GPS SVN 3",0.0150796340312809
1978-10-13,"state","Tiros-N",0.4909251362551
1979-02-24,"state","P78-1",0.12622545636259
1979-03-16,"state","HEXAGON SV-15",0.122040178393945
1979-05-28,"state","GAMBIT-3 Mission 4350",0.00501542282290757
1979-06-10,"state","DSP 11",0.87017877981998
1979-06-27,"state","NOAA A",0.993119494058192
1979-10-01,"state","VORTEX 2",0.125357838813215
1979-11-21,"state","DSCS II D-13",0.220767646795139
1980-12-13,"state","SDS 4",0.772072437917814
1980-02-07,"state","KH11-3 KENNAN",0.731230126693845
1980-02-09,"state","Navstar GPS SVN 5",0.648336500860751
1980-03-03,"state","PARCAE 3",0.783529249252751
1980-04-26,"state","Navstar GPS SVN 6",0.155050775734708
1980-05-29,"state","NOAA B",0.573347688186914
1980-06-18,"state","HEXAGON SV-16",0.863823799649253
1981-10-31,"state","VORTEX 3",0.121404019650072
1981-02-28,"state","GAMBIT-3 Mission 4351",0.0222450494766235
1981-03-16,"state","DSP 10",0.440441673621535
1981-04-24,"state","Jumpseat 6",0.502306319773197
1981-06-23,"state","NOAA C",0.0574367064982653
1981-09-03,"state","KH11-4 KENNAN",0.371509515913203
1982-01-21,"state","GAMBIT-3 Mission 4352",0.0955392264295369
1982-10-30,"state","DSCS II F-16",0.426411397522315
1982-11-17,"state","KH11-5 KENNAN",0.454094183631241
1982-12-21,"state","DMSP Block 5D-2 S-6",0.876457473030314
1982-03-06,"state","DSP 13",0.36934577790089
1982-05-11,"state","HEXAGON SV-17",0.810775640187785
1983-02-09,"state","PARCAE 5",0.287295195041224
1983-11-18,"state","DMSP Block 5D-2 S-7",0.789036563364789
1983-03-28,"state","NOAA E",0.836061917245388
1983-04-15,"state","GAMBIT-3 Mission 4353",0.255982675589621
1983-06-09,"state","PARCAE 6",0.259691711748019
1983-06-20,"state","HEXAGON SV-18",0.544652072712779
1983-07-14,"state","Navstar GPS SVN 8",0.432031243806705
1983-07-31,"state","Jumpseat 7",0.374149850104004
1984-01-31,"state","VORTEX 4",0.350915174931288
